gene	SRX1130454	ERX3503479	SRX1130456	SRX1130465	SRX1130457	SRX3367918	SRX7649169	SRX1130492	SRX3367919	ERX3988324	ERX3988313	SRX546032	SRX1045016	SRX1130490	SRX3154231	SRX546016	ERX3988308	SRX1130470	SRX1130460	SRX1130468	SRX4081212	SRX2349198	ERX3988309	SRX3154228	ERX3503483	SRX4520756	SRX1130452	SRX546033	SRX1735461	SRX666570	SRX1130496	SRX1130501	SRX5492850	SRX3154230	SRX1130459	SRX9029128	SRX666579	SRX807046	SRX4081213	SRX1735462	SRX546015	ERX3988323	ERX3988325	SRX546024	SRX1130506	SRX1130471	SRX1100709	SRX1130451	SRX1130504	SRX4520757	ERX3988322	SRX666577	SRX1130455	SRX2349197	SRX666576	SRX157655	SRX546017	SRX666574	SRX3154229	SRX1130491	SRX1130500	SRX1130462	SRX3367920	ERX3988312	SRX1130507	SRX1130464	SRX1130503	SRX1093014	SRX1130461	SRX1130467	ERX3503481	SRX1100710	SRX1735466	SRX3154227	SRX1735465	SRX1130463	SRX7649168	SRX8564783	SRX1130466	SRX7421974	SRX7649167	ERX3988320	SRX1130458	SRX546026	SRX1130469	SRX1130453	ERX3988310	SRX1130505	SRX1130499	SRX546025	SRX9029119	SRX1093013	SRX546034	SRX2349196	SRX2349199	SRX7649166	SRX326627	SRX1130489	SRX1093011
1703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	52.0	8.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	42.0	0.0	0.0	0.0	1.0	0.0	25.0	0.0	0.0	0.0	10.0	0.0	0.0	16.0	0.0	0.0	0.0	9.0	0.0	0.0	972.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	13774.0	5.0	0.0	20.0	34.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2211.0	0.0	0.0	0.0	0.0	0.0	1103.0	0.0	6.0	12.0	158.0	11865.0	0.0	8.0	0.0	6.0
1704	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	52.0	8.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	42.0	0.0	0.0	0.0	1.0	0.0	25.0	0.0	0.0	0.0	10.0	0.0	0.0	16.0	0.0	0.0	0.0	9.0	0.0	0.0	972.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	13774.0	5.0	0.0	20.0	34.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2210.0	0.0	0.0	0.0	0.0	0.0	1102.0	0.0	6.0	12.0	157.0	11847.0	0.0	9.0	0.0	6.0
1705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	52.0	8.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	42.0	0.0	0.0	0.0	1.0	0.0	25.0	0.0	0.0	0.0	10.0	0.0	0.0	16.0	0.0	0.0	0.0	9.0	0.0	0.0	971.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	13773.0	5.0	0.0	20.0	34.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2210.0	0.0	0.0	0.0	0.0	0.0	1102.0	0.0	6.0	12.0	157.0	11777.0	0.0	9.0	0.0	6.0
1706	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	52.0	8.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	41.0	0.0	0.0	0.0	1.0	0.0	23.0	0.0	0.0	0.0	10.0	0.0	0.0	16.0	0.0	0.0	0.0	9.0	0.0	0.0	971.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	13763.0	5.0	0.0	20.0	34.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2208.0	0.0	0.0	0.0	0.0	0.0	1100.0	0.0	6.0	12.0	156.0	11633.0	0.0	9.0	0.0	6.0
1707	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	52.0	7.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	40.0	0.0	0.0	0.0	1.0	0.0	23.0	0.0	0.0	0.0	10.0	0.0	0.0	16.0	0.0	0.0	0.0	9.0	0.0	0.0	969.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	13711.0	4.0	0.0	19.0	33.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2198.0	0.0	0.0	0.0	0.0	0.0	1097.0	0.0	6.0	12.0	152.0	11162.0	0.0	9.0	0.0	6.0
1708	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	52.0	7.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	40.0	0.0	0.0	0.0	1.0	0.0	21.0	0.0	0.0	0.0	10.0	0.0	0.0	14.0	0.0	0.0	0.0	9.0	0.0	0.0	963.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	13678.0	4.0	0.0	19.0	33.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2187.0	0.0	0.0	0.0	0.0	0.0	1093.0	0.0	6.0	12.0	152.0	10983.0	0.0	9.0	0.0	6.0
1709	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	52.0	7.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	37.0	0.0	0.0	0.0	3.0	0.0	20.0	0.0	0.0	0.0	10.0	0.0	0.0	13.0	0.0	0.0	0.0	10.0	0.0	0.0	942.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	13485.0	4.0	0.0	21.0	32.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2125.0	0.0	0.0	0.0	0.0	0.0	1071.0	0.0	3.0	10.0	148.0	10330.0	0.0	9.0	0.0	6.0
1710	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	51.0	7.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	36.0	0.0	0.0	0.0	3.0	0.0	16.0	0.0	0.0	0.0	9.0	0.0	0.0	10.0	0.0	0.0	0.0	10.0	0.0	0.0	905.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	12650.0	4.0	0.0	21.0	30.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2044.0	0.0	0.0	0.0	0.0	0.0	1024.0	0.0	3.0	10.0	145.0	9865.0	0.0	9.0	0.0	6.0
1711	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	51.0	8.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	36.0	0.0	0.0	0.0	3.0	0.0	14.0	0.0	0.0	0.0	9.0	0.0	0.0	6.0	0.0	0.0	0.0	9.0	0.0	0.0	815.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	12236.0	3.0	0.0	21.0	30.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1835.0	0.0	0.0	0.0	0.0	0.0	947.0	0.0	3.0	10.0	135.0	9347.0	0.0	9.0	0.0	6.0
1712	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	1.0	0.0	49.0	12.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	36.0	0.0	0.0	0.0	6.0	0.0	3.0	0.0	0.0	0.0	9.0	0.0	0.0	4.0	0.0	0.0	0.0	13.0	0.0	0.0	654.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	11094.0	0.0	0.0	24.0	24.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1267.0	0.0	0.0	0.0	0.0	0.0	799.0	0.0	1.0	27.0	81.0	8270.0	0.0	6.0	0.0	0.0
1713	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	1.0	0.0	48.0	13.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	35.0	0.0	0.0	0.0	6.0	0.0	3.0	0.0	0.0	0.0	7.0	0.0	0.0	3.0	0.0	0.0	0.0	13.0	0.0	0.0	602.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	10967.0	0.0	0.0	24.0	22.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1124.0	0.0	0.0	0.0	0.0	0.0	729.0	0.0	1.0	27.0	69.0	8136.0	0.0	6.0	0.0	0.0
1714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	44.0	12.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	28.0	0.0	0.0	0.0	6.0	0.0	3.0	0.0	0.0	0.0	5.0	0.0	0.0	3.0	0.0	0.0	0.0	13.0	0.0	0.0	580.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	10075.0	0.0	0.0	24.0	19.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1083.0	0.0	0.0	0.0	0.0	0.0	710.0	0.0	1.0	28.0	65.0	7637.0	0.0	2.0	0.0	0.0
1715	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	15.0	13.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	14.0	0.0	0.0	0.0	9.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	14.0	0.0	0.0	463.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	3377.0	0.0	0.0	33.0	12.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	783.0	0.0	0.0	0.0	0.0	0.0	604.0	0.0	0.0	36.0	39.0	4527.0	0.0	2.0	0.0	0.0
1716	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	12.0	12.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	11.0	0.0	0.0	0.0	9.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	326.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	3206.0	0.0	0.0	30.0	7.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	407.0	0.0	0.0	0.0	0.0	0.0	373.0	0.0	0.0	35.0	31.0	3721.0	0.0	2.0	0.0	0.0
1717	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	7.0	12.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	11.0	0.0	0.0	0.0	9.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	318.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2642.0	0.0	0.0	30.0	7.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	398.0	0.0	0.0	0.0	0.0	0.0	366.0	0.0	0.0	35.0	27.0	3220.0	0.0	2.0	0.0	0.0
1718	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	4.0	12.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	5.0	0.0	0.0	0.0	9.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	312.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2379.0	0.0	0.0	29.0	4.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	373.0	0.0	0.0	0.0	0.0	0.0	351.0	0.0	0.0	35.0	23.0	2614.0	0.0	2.0	0.0	0.0
1719	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	2.0	11.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0	0.0	0.0	0.0	9.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	309.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	717.0	0.0	0.0	28.0	4.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	365.0	0.0	0.0	0.0	0.0	0.0	337.0	0.0	0.0	35.0	18.0	1722.0	0.0	2.0	0.0	0.0
1720	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	1.0	11.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	9.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	298.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	418.0	0.0	0.0	28.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	330.0	0.0	0.0	0.0	0.0	0.0	317.0	0.0	0.0	35.0	16.0	1180.0	0.0	2.0	0.0	0.0
1721	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	9.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	293.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	257.0	0.0	0.0	28.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	315.0	0.0	0.0	0.0	0.0	0.0	312.0	0.0	0.0	35.0	16.0	971.0	0.0	2.0	0.0	0.0
1722	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	285.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	191.0	0.0	0.0	27.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	299.0	0.0	0.0	0.0	0.0	0.0	303.0	0.0	0.0	37.0	14.0	846.0	0.0	0.0	0.0	0.0
1723	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	292.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	137.0	0.0	0.0	28.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	269.0	0.0	0.0	0.0	0.0	0.0	297.0	0.0	0.0	41.0	10.0	708.0	0.0	0.0	0.0	0.0
1724	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	299.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	106.0	0.0	0.0	29.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	276.0	0.0	0.0	0.0	0.0	0.0	306.0	0.0	0.0	42.0	10.0	653.0	0.0	0.0	0.0	0.0
1725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	282.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.0	0.0	0.0	29.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	204.0	0.0	0.0	0.0	0.0	0.0	272.0	0.0	0.0	43.0	7.0	268.0	0.0	0.0	0.0	0.0
1726	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	280.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.0	0.0	0.0	29.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	195.0	0.0	0.0	0.0	0.0	0.0	258.0	0.0	0.0	42.0	7.0	185.0	0.0	0.0	0.0	0.0
1727	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	281.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.0	0.0	0.0	29.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	195.0	0.0	0.0	0.0	0.0	0.0	260.0	0.0	0.0	42.0	5.0	112.0	0.0	0.0	0.0	0.0
1728	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	289.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	197.0	0.0	0.0	0.0	0.0	0.0	261.0	0.0	0.0	57.0	2.0	43.0	0.0	0.0	0.0	0.0
1729	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	293.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	199.0	0.0	0.0	0.0	0.0	0.0	272.0	0.0	0.0	59.0	0.0	3.0	0.0	0.0	0.0	0.0
1730	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	293.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	200.0	0.0	0.0	0.0	0.0	0.0	270.0	0.0	0.0	56.0	0.0	0.0	0.0	0.0	0.0	0.0
1731	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	292.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	200.0	0.0	0.0	0.0	0.0	0.0	270.0	0.0	0.0	52.0	0.0	0.0	0.0	0.0	0.0	0.0
1732	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	283.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	188.0	0.0	0.0	0.0	0.0	0.0	267.0	0.0	0.0	52.0	0.0	0.0	0.0	0.0	0.0	0.0
1733	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	282.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	185.0	0.0	0.0	0.0	0.0	0.0	267.0	0.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0
1734	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	281.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	183.0	0.0	0.0	0.0	0.0	0.0	272.0	0.0	0.0	43.0	0.0	0.0	0.0	0.0	0.0	0.0
1735	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	281.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	181.0	0.0	0.0	0.0	0.0	0.0	269.0	0.0	0.0	41.0	0.0	0.0	0.0	0.0	0.0	0.0
